cidade,bairro,endereco,quartos,suites,garagens,posicao_sol,area_util,area_total,preco,características,latitude,longitude,nome_vendedor,creci,whatsapp,telefone,publicado_dias:,aceita_financiamento,posicao_imovel,nome_edificio,ultima_atualizacao,unidades_andar,total_andares_empr,titulo,descricao,url_origem
CEILÂNDIA,CEILANDIA NORTE,QNO 11 Conjunto A,4,1,2,Não encontrado,"144,00 m²","144,00 m²",424900,Lavabo,-15.7955222,-48.1301455,Sampaio Imóveis DF,21946,556133720330,"(61) 3372 
                                             
                                         
                             
                             - 0330 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3372 
                                             
                                         
                             
                             - 0330 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3372 
                                             
                                         
                             
                             - 0330 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3372 
                                             
                                         
                             
                             - 0330",Não informado,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Casa com 4 dormitórios à venda, 144 m² por R$ 424.900,00 - Ceilândia Norte - Ceilândia/DF","Casa com 4 Quartos na QNO 11! 

Esta é a oportunidade que você esperava para adquirir uma casa espaçosa e bem localizada.  

Características do imóvel: 
- Área total: 144 m²  

- 4 Quartos (1 suíte)  
- Sala  
- Cozinha  
- Lavabo  
- Banheiro social  
- Área de serviço  
- Varanda.  

Infraestrutura:
- Vaga de garagem para 2 carros  

Vantagens:  
- Ideal para quem busca espaço e conforto  
- Boa distribuição dos ambientes  
- Localização prática e valorizada  

Para mais informações:
- Telefone: , ou ,  
- Instagram: @sampaioimoveisdf  
- Site: sampaioimoveisdf.com.br  

Não perca essa oportunidade! Agende sua visita agora mesmo.",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qno-11-conjunto-a-1084038
CEILÂNDIA,CEILANDIA NORTE,QNP 5 Conjunto R,4,1,3,Não encontrado,"146,00 m²","146,00 m²",380000,,-15.8219104,-48.1261107,Beiramar Imóveis,20346,556132621001,"(61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Sobrado 4 quartos, suíte, à Venda - QNP 5 Ceilândia Norte","Sobrado 4 Quartos - QNP 5

Descrição do Imóvel:
Tipo: Sobrado disponível para venda.
Localização: QNP 5.
Quartos: 4 quartos, sendo 1 suíte.
Sala: Ampla e bem iluminada.
Copa: Espaçosa, ideal para refeições em família.
Cozinha: Equipada com armários.
Banheiro Social: Completo.
Área de Serviço: Grande, com espaço para lavanderia.
Área de Lazer: Com churrasqueira e quintal.
Garagem: Para 3 carros, sendo 1 vaga descoberta.
Condições de Venda:
Financiamento e FGTS: Não aceita.
Permuta: Não aceita.
Propostas: Aceita propostas.
Destaques:
Amplo Espaço Interno: Quartos e áreas comuns espaçosas, proporcionando conforto para toda a família.
Área de Lazer: Quintal com churrasqueira, ideal para momentos de descontração e lazer.
Localização: Em um bairro residencial tranquilo, com fácil acesso a comércios e serviços.

Há mais de 42 anos atuando no mercado imobiliário do Distrito Federal, a Beiramar já ajudou mais de 150 mil pessoas a encontrarem seu lar. Para mais informações agende sua visita! ",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnp-5-conjunto-r-971897
CEILÂNDIA,CEILANDIA NORTE,QNM 8 Conjunto I,3,0,3,Não encontrado,"250,00 m²",Não encontrado,390000,"Área de Serviço, Portão Eletrônico, Varanda, Área de Serviço Coberta ",-15.8048411,-48.1137887,JDM Imobiliária,26287,5561998605647,"(61) 99860 
                                             
                                         
                             
                             - 5647 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99860 
                                             
                                         
                             
                             - 5647 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99860 
                                             
                                         
                             
                             - 5647 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99860 
                                             
                                         
                             
                             - 5647",230 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Casa com excelente espaço para fazer uma área Gourmet ,"JDM IMOBILIÁRIA VENDE:

Casa na QNM QD 8 - Ceilândia Norte

- Casa na laje
- 03 quartos 
- 01 banheiro social
- Sala ampla
- Cozinha 
- 250 m²
- Área de serviços coberta 
- Garagem para 03 carros 
- Quintal amplo atrás com uma casa simples.



ACEITA FINANCIAMENTO BANCÁRIO CAIXA E SANTANDER!!!

Aceita proposta! 



(61) 9 ,
JDM IMOBILIÁRIA",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnm-8-conjunto-i-1017642
CEILÂNDIA,CEILANDIA NORTE,QNN 23 Conjunto O,6,2,4,Não encontrado,"400,00 m²","400,00 m²",700000,Área de Serviço,-15.8092729,-48.1248693,Beiramar Imóveis,20346,556132621001,"(61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Casa 3 quartos, suíte à Venda - QNN 23 Ceilândia Norte","Grande Oportunidade para Investidores - Lote Comercial com Duas Casas e Loja
Descrição do Imóvel:
Lote Comercial: Inclui duas casas e uma loja.

Casas:

Quartos: 3 quartos, sendo uma suíte.
Sala: Espaçosa.
Banheiro Social: Completo.
Cozinha: Funcional.
Área de Serviço: Prática.
Garagem: 4 vagas.
Estrutura: Uma casa com laje e outra com forro em PVC.
Loja:

Banheiros: 2 banheiros.
Estoque: Área de armazenamento.
Potencial de Renda:
Renda de Aluguel: Imóvel alugado pode render aproximadamente R$ 4.000,00 por mês.
Condições de Venda:
Financiamento e FGTS: Não aceita.
Permuta: Analisa permuta.
Destaques:
Investimento Rentável: Potencial de gerar renda mensal significativa.
Diversidade de Espaços: Combinação de área residencial e comercial em um único lote.
Localização Comercial: Excelente oportunidade para investidores interessados em imóveis multifuncionais.
Aproveite essa excelente oportunidade de investimento. Entre em contato para mais informações e agende uma visita!

Há mais de 42 anos atuando no mercado imobiliário do Distrito Federal, a Beiramar já ajudou mais de 150 mil pessoas a encontrarem seu lar.Para mais informações agende sua visita! ",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnn-23-conjunto-o-962774
CEILÂNDIA,CEILANDIA NORTE,QNO 6,3,0,2,Não encontrado,"123,00 m²","123,00 m²",430000,,-15.7875093,-48.1240134,Serra Negra Imobiliária,28770,5561998324844,"(61) 99832 
                                             
                                         
                             
                             - 4844 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99832 
                                             
                                         
                             
                             - 4844 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99832 
                                             
                                         
                             
                             - 4844 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99832 
                                             
                                         
                             
                             - 4844",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"CASA 3 QUARTOS, ÁREA GOURMET, CEILÂNDIA NORTE","CASA 3 QUARTOS, ÁREA GOURMET, CEILÂNDIA NORTE 

Área total construída: 123,09m²
Área terreno: 144,00m² 

Porcelanto   
Sala
Cozinha
03 Quartos
02 Banheiros Sociais
Área de Serviço
Área Gourmet para churrasqueira Garagem para 2 carros

Aceita financiamento

Ao lado do parque de Ceilândia

Valor 430k
Iptu 400


BH",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qno-6-1079176
CEILÂNDIA,CEILANDIA NORTE,QNM 24 Conjunto C,4,1,4,Não encontrado,"250,00 m²",Não encontrado,650000,,-15.8029576,-48.1105408,MC Imoveis,25083,556133735265,"(61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265",56 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"Excelente imovel na QNM 24

Parte de baixo
Garagem para 4 carros
1 sala ampla
1 quarto
1 banheiro social
1 cozinha ampla
Área de serviço 

1° andar
3 quartos, sendo 1 suíte 
1 sala ampla
1 varanda
1 banheiro social

2° andar
1 quarto
Sacada

Parte dos fundos
Casa com 1 quarto, banheiro social, cozinha, sala, dispensa e área grande

Ligue e agende  sua visita! 

Mc Imóveis , /CRECI-CJ 25.083

Milton , /CRECI-DF 610

Para comprar ou vender venha para a MC!",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnm-24-conjunto-c-1105416
CEILÂNDIA,CEILANDIA NORTE,QNO 9 Conjunto G,2,1,1,Não encontrado,"144,00 m²","144,00 m²",310000,"Área de Serviço, Cozinha Espaçosa",-15.8007418,-48.1248538,Adeildo Oliveira,30835,5561996091131,"(61) 99609 
                                             
                                         
                             
                             - 1131 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99609 
                                             
                                         
                             
                             - 1131 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99609 
                                             
                                         
                             
                             - 1131 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99609 
                                             
                                         
                             
                             - 1131",74 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Excelente oportunidade no Setor O, ótima localização.","Oportunidade no Setor “O” – QNO 9 Conjunto G, Ceilândia

Descrição do Imóvel:
	•	Casa Principal: 2 quartos, sala, cozinha, banheiro social.
	•	Casa dos Fundos: 3 quartos (1 suíte), sala, cozinha, banheiro social.

         Ambas forradas com gesso.

Localização:
	•	Próximo à EC 31, Supermercado Super Veneza, ULTRABOX, Centro Olímpico do Setor “O” e Estação Terminal do Metrô da Ceilândia.

Benefícios:
	•	Ideal para morar com família ou gerar renda extra alugando uma das casas.
	•	Acesso fácil a escolas, supermercados e transporte público.

Escriturada

Não aceita Financiamento.

Valor: R$ 290.000,00


ADEILDO OLIVEIRA 
CORRETOR DE IMÓVEIS CRECI/DF ,6091131",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-9-conjunto-g-1097214
CEILÂNDIA,CEILANDIA NORTE,QNO 11 Conjunto J,3,2,3,Não encontrado,"144,00 m²","144,00 m²",420000,Aceita Pets,-15.7972176,-48.1273521,RE/MAX Satélite,30598,5561994507225,"(61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Casa com 3 Quartos e Garagem para 3 carros na QNO 11,"Oportunidade na QNO 11

Imóvel Espac?oso com 3 Quartos, 2 Suítes e Muitas Funcionalidades

Quarto 1: Suíte com banheiro privativo e closet espaçoso, ideal para maior privacidade e armazenamento.

Quarto 2: Suíte com banheiro privativo, perfeito para hóspedes ou familiares, oferecendo conforto e privacidade.

Quarto 3: Quarto padrão, versátil para ser usado como quarto de criança, escritório ou quarto de hóspedes, adaptável às suas necessidades.

Sala de Estar: Ampla e bem iluminada, perfeita para o convívio familiar e para receber visitas. Espaço suficiente para um sofá grande, estante de TV e mesa de centro, criando um ambiente aconchegante e funcional.

Cozinha: Espaçosa, com área para instalação de armários planejados, pia grande, fogão e geladeira. Inclui também espaço para uma mesa de refeições rápidas ou um balcão estilo americano, tornando a cozinha prática e agradável.

Banheiro Social: Completo e acessível, atende aos moradores dos quartos não-suítes e às visitas, oferecendo funcionalidade e comodidade para todos.

Área de Serviço: Dedicada à lavanderia, com espaço para máquina de lavar, secadora e tanque. Inclui varal interno ou externo e armários para produtos de limpeza, facilitando a organização e a manutenção da casa.

Garagem: Coberta, com espaço para até três carros. Equipado com portão eletrônico, oferece maior segurança e comodidade no acesso e na proteção dos veículos.

Este imóvel é ideal para quem busca conforto, praticidade e um ambiente bem distribuído, em uma localização conveniente.",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qno-11-conjunto-j-976728
CEILÂNDIA,CEILANDIA NORTE,QNN 39 Conjunto B,3,2,3,Não encontrado,"149,00 m²",Não encontrado,280000,,-15.8076992,-48.1276321,JReis Escritório Imobiliário,20927,5561985307570,"(61) 98530 
                                             
                                         
                             
                             - 7570 
                                 
                                       
                                 
                             
                             
                                         
                                             
                                                 
                                                 (61) 98327 
                                             
                                         
                             
                             - 4241 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98530 
                                             
                                         
                             
                             - 7570 
                                 
                                       
                                 
                             
                             
                                         
                                             
                                                 
                                                 (61) 98327 
                                             
                                         
                             
                             - 4241 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98530 
                                             
                                         
                             
                             - 7570 
                                 
                                       
                                 
                             
                             
                                         
                                             
                                                 
                                                 (61) 98327 
                                             
                                         
                             
                             - 4241 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98530 
                                             
                                         
                             
                             - 7570 
                                 
                                       
                                 
                             
                             
                                         
                                             
                                                 
                                                 (61) 98327 
                                             
                                         
                             
                             - 4241",10 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,QNN 39 - CASA 3 QUARTOS SENDO 2 SUÍTES,"JREIS ESCRITÓRIO IMOBILIÁRIA

Imóvel sendo:
* 3 quartos, 2 suítes 
* Banheiro social 
* Sala 
* Cozinha
* Garagem coberta
* Telhado colonial
* Forro PVC 
* Cerâmica

Creci 20.927
Deus seja louvado!",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnn-39-conjunto-b-1128063
CEILÂNDIA,CEILANDIA NORTE,QNO 1 Conjunto A,2,0,3,Nascente,"90,00 m²","144,00 m²",400000,,-15.7990611,-48.1239383,Felix Imóveis,15433,5561993105980,"(61) 99310 
                                             
                                         
                             
                             - 5980 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99310 
                                             
                                         
                             
                             - 5980 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99310 
                                             
                                         
                             
                             - 5980 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99310 
                                             
                                         
                             
                             - 5980",274 dias,Não encontrado,Frente,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"CASA SIMPLES CONTENDO 
2 QTS
1 SALA
1 COZINHA
1 BANHEIRO
GARAGEM 
FUNDO PARA AVENIDA COMERCIAL 
PROXIMO AO METRO DE CEILANDIA
OTIMO PARA COMERCIO E ALUGUEL
CONTATO ,
FELIX",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-1-conjunto-a-997341
CEILÂNDIA,CEILANDIA NORTE,QNN 23 Conjunto I,4,0,1,Não encontrado,"160,00 m²","250,00 m²",288000,,-15.8089082,-48.1233176,Kelly Imobiliária,19658,556182348247,"(61) 8234 
                                             
                                         
                             
                             - 8247 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 8234 
                                             
                                         
                             
                             - 8247 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 8234 
                                             
                                         
                             
                             - 8247 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 8234 
                                             
                                         
                             
                             - 8247",121 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"VENDE-SE UMA CASA NA QNN 
Tem 2 moradias 
1º Possui: 
4 quartos 
1 sala 
1 cozinha 
1 banheiro social 
Área de serviço 
Garagem coberta para 2 carros 
2º Possui: 
2 quartos 
1 sala 
1 cozinha 
1 banheiro 
Escriturado e registrado
Aceita financiamento
Valor de venda R$ 288.000,00 
FAZEMOS VENDA/ COMPRA/ ALUGUEL/ HABITE-SE/ AVERBAÇÃO DA ÁREA DO LOTE
Administramos seu imóvel!
Telefone(s):
,-Ligações
,-whatsapp
PLANTÃO: CORRETOR SOUSA
Whatsapp e Ligação ,

KELLY IMOBILIÁRIA
Unidade Samambaia Norte: QS 401, conjunto G , lote 6/7, loja 02.
Faço intermédio na compra e venda de imóveis. Presto assessoria em serviços na obtenção de seu habite-se.
Facilito pagamento de seu habite-se em até 3X sem juros. Realizo avaliação de imóveis, acompanho todo o andamento do processo do habite-se do financiamento
CRECI PF: 19658
CRECI PJ: 26293 
PLANTÃO: CORRETOR SOUSA
Whatsapp e Ligação ",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnn-23-conjunto-i-1077724
CEILÂNDIA,CEILANDIA NORTE,QNM 18 Conjunto G,3,1,5,Não encontrado,"0,01 m²","250,00 m²",600000,,-15.8126953,-48.0994269,MC Imoveis,25083,556133735265,"(61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265",41 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Localização privilegiada, próximo a comercios e fácil acesso a transportes publicos.","
??QNM 18 conjunto G 

Oportunidade para você que busca morar em uma boa localização imóvel próximo a Ceilândia centro 

Lote de 250m composta por 

3 quartos sendo 1 suite 
Sala 
Cozinha 
Banheiro social 
Copa 
Cozinha 
Garagem ampla para até 5 carros 
+moradia nos fundos de 2 quartos, sala, cozinha e banheiro 

Piso da garagem sendo novo e o imóvel vai ser entregue pintado 

R$600.000,00
Aceita financiamento e estuda proposta 

Ligue e agende sua visita 

Brandão - , /CRECI-DF 29.782

Mc Imóveis - , /CRECI-CJ 25.083

Quer comprar ou vender, chame a Mc!",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnm-18-conjunto-g-1113601
CEILÂNDIA,CEILANDIA NORTE,QNO 4 Conjunto E,3,1,3,Nascente,"144,00 m²","144,00 m²",350000,"Aceita Pets, Área de Serviço, Cozinha com Armários , Jardim, Varanda, Área de Serviço Coberta , Cozinha Espaçosa",-15.7933011,-48.120502,Zulene Imóveis Netimóveis,24926,5561991710306,"(61) 99171 
                                             
                                         
                             
                             - 0306 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99171 
                                             
                                         
                             
                             - 0306 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99171 
                                             
                                         
                             
                             - 0306 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99171 
                                             
                                         
                             
                             - 0306",344 dias,Sim,Frente,Não encontrado,27/03/2025,Não econtrado,Não econtrado," planta do imóvel, localização","Zulene Imóveis Netimóveis vende:

Excelente casa localizada na QNO  4, Ceilândia Norte. Uma das melhores localizações da região (academia, bancos, hospitais, supermercado) e fácil acesso.
A casa tem 144 m², 03 quartos sendo 01 suíte, 02 banheiros, sala de TV, sala de jantar, cozinha americana, área de serviço coberta, garagem para 03 veículos, toda no forro de PVC
(Os preços e informações poderão sofrer mudanças sem aviso prévio. Por este motivo, solicitamos a confirmação com nossos consultores).

Exija o CRECI e certifique-se que está sendo atendido por um profissional legalmente autorizado e credenciado.

Acesse o nosso site e conheça mais opções!!!  ZULENEIMOVEIS.COM.BR 
Siga nossas redes sociais: @zuleneimoveis


*** Correspondente Bancário autorizado:
CAIXA – BRB – SANTANDER – ITAU – BRADESCO -  INTER - POUPEX
Faça o seu Financiamento Imobiliário conosco!!!
Atendimento personalizado!
,    (61)  , 
CRECI J 24.926",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qno-4-conjunto-e-886542
CEILÂNDIA,CEILANDIA NORTE,QNP 5 Conjunto J,3,0,2,Nascente,"135,00 m²",Não encontrado,308000,,-15.8213245,-48.1248693,Divino Morais,15814,5561981454877,"(61) 98145 
                                             
                                         
                             
                             - 4877 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98145 
                                             
                                         
                             
                             - 4877 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98145 
                                             
                                         
                             
                             - 4877 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98145 
                                             
                                         
                             
                             - 4877",133 dias,Sim,Frente,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"?? Oportunidade Imperdível! Casa Térrea à Venda! ??

Você está em busca do lar dos seus sonhos? Conheça esta incrível casa térrea, que está esperando por você! 
Com um preço excelente e aberto a propostas, essa é a chance que você estava esperando!

? Destaques do imóvel:
- Estrutura Sólida: Toda na laje, com potencial para construir mais um pavimento!
- Localização Privilegiada: Em um bairro tranquilo, sem casa de fundo, garantindo privacidade.
- Acabamento com Potencial: Embora tenha um estilo antigo, a casa é perfeita para quem deseja reformar e personalizar ao seu gosto.
- Espaço e Conforto: Sozinha no terreno, com uma linda frente colonial e garagem para 02 carros.
- 3 Quartos e 2 Banheiros: Um dos quartos pode ser transformado em uma suíte maravilhosa!
- Cozinha Grande: Ideal para quem ama cozinhar e receber amigos.
- Quintal Livre e Espaçoso: Perfeito para criar uma área gourmet e aproveitar momentos especiais com a família.

Documentação em Dia: Aceita financiamento, facilitando ainda mais a sua compra!

Não perca essa chance de transformar essa casa no seu novo lar! Entre em contato e agende uma visita! ???

Agendamento:
Vanuza Vasconcelos 61.9.,
CRECI DF PF 17577

Os valores e informações constantes no anúncio estão sujeitos a alteração sem aviso prévio e os interessados deverão consultar nossos consultores e certidão de ônus do imóvel.",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnp-5-conjunto-j-1073186
CEILÂNDIA,CEILANDIA NORTE,QNO 13,4,2,0,Não encontrado,"0,01 m²","144,00 m²",515000,"Varanda, Área de Serviço Coberta , Piso em Porcelanato ",-15.7908239,-48.1297341,MC Imoveis,25083,556133735265,"(61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3373 
                                             
                                         
                             
                             - 5265",45 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Quitado, escriturado e registrado","Qno 13 Conjunto L, Ceilândia Norte

Imóvel localizado em umas das quadras mais tradicional do Setor O, ficando ao lado da feira, Mercados, Padarias, Postos de saúde e combustíveis, entre outros comércios locais.

Excelente sobrado quitada, escriturado e desocupado.

Na parte em térrea temos:
1 quarto(com suíte), sala, cozinha com bancada, banheiro, porcelanato e área de serviço coberta.

Parte superior:
3 quartos(sendo uma suíte), sala, cozinha, 2 banheiro, porcelanato, área de serviço coberta, varanda e churrasqueira.

Obs: temos 2 escada que são acesso da parte térrea para a o sobrado uma por dentro e outra por fora

Quitado, escriturado e registrado.
Aceita financiamento e FGTS.

R$515.000,00

Ligue e agende a sua visita

Vagner - , /CRECI-DF 17.810

Para comprar ou vender, chame a MC!

Mc Imóveis - , /CRECI-CJ 25.083",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qno-13-1110341
